area,item,element,year,unit,value
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2002,TJ,103982
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2003,TJ,103676
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2004,TJ,101636
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2005,TJ,89715
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2006,TJ,85371
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2007,TJ,82701
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2008,TJ,79228
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2009,TJ,69096
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2010,TJ,75010
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2011,TJ,75272
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2012,TJ,75107
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2013,TJ,75945
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2014,TJ,73424
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2015,TJ,65401
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2016,TJ,65615
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2017,TJ,67458
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2018,TJ,70425
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2019,TJ,68950
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2020,TJ,67772
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2021,TJ,69789
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2022,TJ,67119
United Kingdom of Great Britain and Northern Ireland,Food Processing,"Energy Use (Natural Gas, including LNG)",2023,TJ,67119
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1990,TJ,23428.443014
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1991,TJ,28610.852844
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1992,TJ,32423.614272
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1993,TJ,42394.019117
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1994,TJ,34021.666666
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1995,TJ,31191.86424
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1996,TJ,19925.091264
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1997,TJ,19221.902613
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1998,TJ,14891.153702
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),1999,TJ,11154.85747
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2000,TJ,927.24611
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2001,TJ,2158.614473
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2002,TJ,2307.939062
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2003,TJ,2558.26119
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2004,TJ,1949.391484
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2005,TJ,1333.194054
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2006,TJ,1280.12382
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2007,TJ,1748.649883
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2008,TJ,2002.719841
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2009,TJ,2462.657616
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2010,TJ,2213.339
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2011,TJ,2310.39
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2012,TJ,2254.472
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2013,TJ,2826.505
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2014,TJ,3188.97
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2015,TJ,3978.898
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2016,TJ,3490.834
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2017,TJ,4018.322
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2018,TJ,4366.824
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2019,TJ,3596.9304
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2020,TJ,3555.44343
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2021,TJ,3158.72248
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2022,TJ,2844.098004
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Coal),2023,TJ,2844.098004
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1990,TJ,39384
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1991,TJ,39002.4
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1992,TJ,38556
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1993,TJ,40582.8
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1994,TJ,37123.2
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1995,TJ,37263.6
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1996,TJ,40978.8
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1997,TJ,42022.8
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1998,TJ,42667.2
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),1999,TJ,45086.4
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2000,TJ,42206.4
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2001,TJ,41652
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2002,TJ,43797.6
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2003,TJ,41216.4
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2004,TJ,43372.8
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2005,TJ,44182.8
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2006,TJ,43621.2
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2007,TJ,43495.2
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2008,TJ,44125.2
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2009,TJ,38667.6
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2010,TJ,41472
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2011,TJ,40759.2
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2012,TJ,40093.2
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2013,TJ,39898.8
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2014,TJ,38318.4
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2015,TJ,38800.8
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2016,TJ,39456
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2017,TJ,39804.786
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2018,TJ,42431.4936
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2019,TJ,42609.4776
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2020,TJ,38557.818
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2021,TJ,39287.8656
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2022,TJ,40139.37
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Electricity),2023,TJ,40139.37
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2002,TJ,269
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2003,TJ,228
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2004,TJ,103
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2005,TJ,30
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2006,TJ,26
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2007,TJ,70
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2008,TJ,413
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2009,TJ,43
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2010,TJ,47
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2011,TJ,70
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2012,TJ,118
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2013,TJ,3
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2014,TJ,0
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2015,TJ,2
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2016,TJ,12
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2017,TJ,34.762
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2018,TJ,208.572
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2019,TJ,237.762
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2020,TJ,610.588
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2021,TJ,821.251
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2022,TJ,705.826
United Kingdom of Great Britain and Northern Ireland,Food Processing,Energy Use (Heat),2023,TJ,705.826
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1990,kt,8512.430239
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1991,kt,8477.29547
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1992,kt,8585.037805
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1993,kt,8655.580766
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1994,kt,8678.941123
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1995,kt,8599.01554
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1996,kt,8919.710528
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1997,kt,8968.069147
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1998,kt,8905.178425
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),1999,kt,9181.344515
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2000,kt,9039.974467
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2001,kt,8972.851715
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2002,kt,9069.804937
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2003,kt,9171.800338
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2004,kt,9272.293831
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2005,kt,9367.657603
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2006,kt,9505.956648
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2007,kt,9613.00879
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2008,kt,9244.966136
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2009,kt,8984.835712
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2010,kt,8940.813712
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2011,kt,8804.666144
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2012,kt,8741.763314
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2013,kt,8715.890483
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2014,kt,8865.305012
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2015,kt,9029.834126
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2016,kt,9234.098709
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2017,kt,9248.509117
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2018,kt,9225.173089
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2019,kt,9184.023166
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2020,kt,7434.191842
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2021,kt,8160.402809
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2022,kt,8480.892172
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2),2023,kt,8482.52913
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1990,kt,2.126524
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1991,kt,2.104226
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1992,kt,2.111419
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1993,kt,2.095524
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1994,kt,2.032645
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1995,kt,1.966622
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1996,kt,2.01554
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1997,kt,2.007839
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1998,kt,1.97727
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),1999,kt,2.044841
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2000,kt,1.97191
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2001,kt,1.928607
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2002,kt,1.931597
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2003,kt,1.879064
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2004,kt,1.853527
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2005,kt,1.810477
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2006,kt,1.776397
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2007,kt,1.748408
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2008,kt,1.664373
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2009,kt,1.589293
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2010,kt,1.533821
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2011,kt,1.477673
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2012,kt,1.434352
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2013,kt,1.390447
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2014,kt,1.379729
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2015,kt,1.369476
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2016,kt,1.367045
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2017,kt,1.355985
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2018,kt,1.341725
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2019,kt,1.365895
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2020,kt,1.091002
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2021,kt,1.217604
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2022,kt,1.310118
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CH4),2023,kt,1.31013
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1990,kt,0.888012
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1991,kt,0.884474
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1992,kt,0.894161
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1993,kt,0.886877
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1994,kt,0.87279
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1995,kt,0.856027
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1996,kt,0.875974
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1997,kt,0.859702
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1998,kt,0.852399
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),1999,kt,0.893762
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2000,kt,0.873488
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2001,kt,0.864151
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2002,kt,0.866476
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2003,kt,0.859849
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2004,kt,0.861371
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2005,kt,0.854359
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2006,kt,0.844125
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2007,kt,0.844975
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2008,kt,0.818125
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2009,kt,0.792615
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2010,kt,0.780058
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2011,kt,0.76237
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2012,kt,0.754537
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2013,kt,0.74373
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2014,kt,0.749718
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2015,kt,0.754281
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2016,kt,0.762011
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2017,kt,0.75989
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2018,kt,0.755524
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2019,kt,0.748171
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2020,kt,0.597692
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2021,kt,0.66517
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2022,kt,0.702864
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (N2O),2023,kt,0.70291
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1990,kt,1407.933755
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1991,kt,1324.335151
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1992,kt,1327.88087
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1993,kt,26.106874
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1994,kt,4.26981
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1995,kt,10.256895
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1996,kt,26.927492
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1997,kt,53.439565
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1998,kt,86.682029
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),1999,kt,120.818812
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2000,kt,154.483015
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2001,kt,188.232796
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2002,kt,221.516552
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2003,kt,255.948463
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2004,kt,289.88403
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2005,kt,323.165116
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2006,kt,356.926873
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2007,kt,390.258136
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2008,kt,420.90223
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2009,kt,449.33631
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2010,kt,479.841782
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2011,kt,511.569795
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2012,kt,540.357818
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2013,kt,568.910969
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2014,kt,595.351152
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2015,kt,617.745039
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2016,kt,633.371832
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2017,kt,639.135711
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2018,kt,631.806595
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2019,kt,614.06579
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2020,kt,607.630444
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2021,kt,601.37943
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2022,kt,601.37943
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) from F-gases (AR5),2023,kt,601.37943
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1990,kt,10215.229915
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1991,kt,10094.934533
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1992,kt,10208.990967
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1993,kt,8975.384599
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1994,kt,8971.414262
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1995,kt,8891.185095
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1996,kt,9235.206134
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1997,kt,9305.549159
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1998,kt,9273.109704
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),1999,kt,9596.265852
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2000,kt,9481.145289
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2001,kt,9444.085395
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2002,kt,9575.022381
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2003,kt,9708.222609
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2004,kt,9842.339949
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2005,kt,9967.92116
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2006,kt,10136.315762
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2007,kt,10276.140814
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2008,kt,9929.273929
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2009,kt,9688.715092
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2010,kt,9670.317824
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2011,kt,9559.638788
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2012,kt,9522.235187
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2013,kt,9520.822451
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2014,kt,9697.96396
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2015,kt,9885.808949
United Kingdom of Great Britain and Northern Ireland,Food Transport,Emissions (CO2eq) (AR5),2016,kt,10107.680763
