area,item,element,year,unit,value
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),1991,kt,2.7448
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),1992,kt,0.0526
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),1992,kt,0.0048
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),1992,kt,1.4728
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),1992,kt,1.272
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),1992,kt,2.7448
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),1993,kt,0.0526
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),1993,kt,0.0048
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),1993,kt,1.4728
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),1993,kt,1.272
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),1993,kt,2.7448
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),1994,kt,0.0526
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),1994,kt,0.0048
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),1994,kt,1.4728
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),1994,kt,1.272
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),1994,kt,2.7448
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),1995,kt,0.0526
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),1995,kt,0.0048
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),1995,kt,1.4728
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),1995,kt,1.272
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),1995,kt,2.7448
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),1996,kt,0.0694
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),1996,kt,0.0063
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),1996,kt,1.9432
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),1996,kt,1.6695
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),1996,kt,3.6127
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),1997,kt,0.0538
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),1997,kt,0.0049
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),1997,kt,1.5064
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),1997,kt,1.2985
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),1997,kt,2.8049
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),1998,kt,0.0535
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),1998,kt,0.0049
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),1998,kt,1.498
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),1998,kt,1.2985
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),1998,kt,2.7965
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),1999,kt,0.053900000000000003
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),1999,kt,0.0049
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),1999,kt,1.5092
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),1999,kt,1.2985
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),1999,kt,2.8077
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2000,kt,0.0535
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2000,kt,0.0049
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2000,kt,1.498
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2000,kt,1.2985
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2000,kt,2.7965
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2001,kt,0.0196
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2001,kt,0.0018
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2001,kt,0.5488
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2001,kt,0.477
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2001,kt,1.0258
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2002,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2002,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2002,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2002,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2002,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2003,kt,0.194
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2003,kt,0.0177
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2003,kt,5.432
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2003,kt,4.6905
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2003,kt,10.1225
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2004,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2004,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2004,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2004,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2004,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2005,kt,0.0195
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2005,kt,0.0018
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2005,kt,0.546
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2005,kt,0.477
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2005,kt,1.023
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2006,kt,0.0129
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2006,kt,0.0012
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2006,kt,0.3612
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2006,kt,0.318
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2006,kt,0.6792
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2007,kt,0.1346
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2007,kt,0.0123
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2007,kt,3.7688
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2007,kt,3.2595
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2007,kt,7.0283
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2008,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2008,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2008,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2008,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2008,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2009,kt,0.0165
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2009,kt,0.0015
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2009,kt,0.462
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2009,kt,0.3975
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2009,kt,0.8595
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2010,kt,0.0344
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2010,kt,0.0031
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2010,kt,0.9632
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2010,kt,0.8215
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2010,kt,1.7847
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2011,kt,0.0487
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2011,kt,0.0044
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2011,kt,1.3636
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2011,kt,1.166
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2011,kt,2.5296
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2012,kt,0.0529
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2012,kt,0.0048
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2012,kt,1.4812
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2012,kt,1.272
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2012,kt,2.7532
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2013,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2013,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2013,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2013,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2013,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2014,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2014,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2014,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2014,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2014,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2015,kt,0.0215
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2015,kt,0.002
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2015,kt,0.602
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2015,kt,0.53
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2015,kt,1.132
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2016,kt,0.0055
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2016,kt,5e-4
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2016,kt,0.154
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2016,kt,0.1325
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2016,kt,0.2865
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2017,kt,0.0081
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2017,kt,7e-4
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2017,kt,0.2268
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2017,kt,0.1855
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2017,kt,0.4123
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2018,kt,0.0561
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2018,kt,0.0051
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2018,kt,1.5708
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2018,kt,1.3515
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2018,kt,2.9223
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2019,kt,0.1328
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2019,kt,0.0121
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2019,kt,3.7184
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2019,kt,3.2065
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2019,kt,6.9249
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2020,kt,0.0335
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2020,kt,0.0031
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2020,kt,0.938
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2020,kt,0.8215
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2020,kt,1.7595
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2021,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2021,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2021,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2021,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2021,kt,0
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2022,kt,0.0445
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2022,kt,0.0041
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2022,kt,1.246
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2022,kt,1.0865
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2022,kt,2.3325
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CH4),2023,kt,0.0242
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (N2O),2023,kt,0.0022
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from CH4 (AR5),2023,kt,0.6776
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) from N2O (AR5),2023,kt,0.583
United Kingdom of Great Britain and Northern Ireland,Savanna fires,Emissions (CO2eq) (AR5),2023,kt,1.2606
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1990,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1990,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1990,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1990,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1991,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1991,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1991,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1991,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1992,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1992,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1992,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1992,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1993,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1993,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1993,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1993,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1994,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1994,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1994,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1994,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1995,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1995,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1995,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1995,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1996,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1996,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1996,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1996,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1997,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1997,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1997,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1997,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1998,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1998,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1998,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1998,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),1999,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),1999,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),1999,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),1999,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2000,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2000,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2000,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2000,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2001,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2001,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2001,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2001,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2002,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2002,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2002,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2002,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2003,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2003,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2003,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2003,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2004,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2004,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2004,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2004,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2005,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2005,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2005,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2005,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2006,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2006,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2006,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2006,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2007,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2007,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2007,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2007,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2008,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2008,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2008,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2008,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2009,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2009,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2009,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2009,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2010,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2010,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2010,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2010,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2011,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2011,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2011,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2011,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2012,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2012,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2012,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2012,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2013,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2013,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2013,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2013,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2014,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2014,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2014,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2014,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CH4),2015,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2),2015,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),2015,kt,0
United Kingdom of Great Britain and Northern Ireland,Fires in organic soils,Emissions (CO2eq) (AR5),2015,kt,0
